Name,Goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Mihajlo Ivančević,0.0,0.93,0.73,0.07,6.2,0.0,0.33,0.0,56.53,85.26,45.95,1.47,59.38,60.0,0.73,15,1,2,Dinamarca Superliga,3
Joel Andersson,0.0,2.31,0.75,0.0,1.63,0.0,0.56,0.13,36.31,73.15,36.28,0.94,52.94,63.75,0.56,16,2,2,Dinamarca Superliga,3
Rasmus Thelander,0.0,0.55,1.36,0.0,4.64,0.0,0.18,0.18,42.64,82.94,35.0,1.0,69.81,66.67,0.73,11,3,2,Dinamarca Superliga,3
Henrik Dalsgaard,0.04,0.67,0.96,0.0,3.13,0.0,0.38,0.08,49.46,79.78,55.31,1.08,55.65,53.68,0.83,24,3,2,Dinamarca Superliga,3
Oliver Sonne,0.14,2.45,1.14,0.03,1.83,0.0,0.69,0.1,46.55,83.56,40.63,1.31,50.98,57.28,0.72,29,1,2,Dinamarca Superliga,3
Elias Jelert,0.04,1.65,1.23,0.0,1.38,0.0,1.27,0.19,46.31,86.21,45.57,0.54,27.5,50.63,0.46,26,1,2,Dinamarca Superliga,3
Kian Hansen,0.0,0.74,0.48,0.0,3.58,0.0,0.16,0.1,73.39,87.3,44.2,0.9,56.99,60.27,0.32,31,3,2,Dinamarca Superliga,3
Juninho,0.04,1.35,1.04,0.08,3.19,0.0,0.73,0.08,43.96,83.38,40.0,0.73,62.68,60.17,0.77,26,2,2,Dinamarca Superliga,3
Adamo Nagalo,0.04,0.93,0.86,0.11,3.93,0.0,0.36,0.07,85.39,91.55,53.74,0.93,51.61,56.02,0.96,28,1,2,Dinamarca Superliga,3
Simon Graves Jensen,0.06,1.06,1.56,0.0,3.94,0.0,0.31,0.06,43.75,82.29,43.75,0.88,55.36,56.38,0.56,16,1,2,Dinamarca Superliga,3
Žan Zaletel,0.0,0.81,1.73,0.0,4.38,0.12,0.31,0.0,57.92,89.44,60.42,0.92,41.49,53.25,0.42,26,1,2,Dinamarca Superliga,3
Malte Kiilerich,0.0,2.1,1.87,0.0,4.6,0.0,0.63,0.0,44.33,81.73,49.75,1.6,55.28,58.05,1.0,30,2,2,Dinamarca Superliga,3
Valdemar Lund,0.05,1.26,1.42,0.0,2.89,0.0,0.58,0.0,51.89,86.41,50.89,0.68,63.77,58.73,0.74,19,1,2,Dinamarca Superliga,3
James Gomez,0.04,1.54,1.89,0.04,4.11,0.0,0.32,0.04,37.75,79.94,47.58,1.18,56.79,55.96,1.04,28,1,2,Dinamarca Superliga,3
Tobias Mølgaard,0.0,2.38,1.0,0.0,1.69,0.0,0.81,0.06,35.91,75.54,48.98,0.69,57.58,54.72,1.09,32,2,2,Dinamarca Superliga,3
Andreas Maxsø,0.09,0.45,1.27,0.09,6.18,0.0,0.45,0.0,59.09,88.31,53.62,1.36,66.67,62.12,0.36,11,2,2,Dinamarca Superliga,3
Daniel Anyembe,0.0,1.26,1.09,0.0,2.0,0.0,0.65,0.0,47.0,84.92,59.38,0.7,52.17,56.74,0.52,23,2,2,Dinamarca Superliga,3
Nicolas Bürgy,0.04,0.86,1.25,0.04,3.46,0.0,0.39,0.07,61.54,85.78,53.31,0.96,56.52,52.87,0.93,28,2,2,Dinamarca Superliga,3
Erik Sviatchenko,0.0,1.0,1.31,0.0,3.88,0.0,0.25,0.0,50.06,79.65,38.03,0.94,56.47,56.76,1.25,16,3,2,Dinamarca Superliga,3
Kasper Jørgensen,0.16,1.16,1.28,0.0,1.28,0.0,0.76,0.08,32.12,72.1,42.61,1.28,56.82,48.95,0.88,25,1,2,Dinamarca Superliga,3
Kevin Diks,0.04,1.42,1.08,0.0,1.58,0.04,0.67,0.13,36.67,85.8,59.74,0.79,52.73,58.33,0.75,24,2,2,Dinamarca Superliga,3
Tobias Slotsager,0.0,0.5,0.75,0.0,4.67,0.0,0.42,0.0,46.08,90.96,61.54,1.33,46.67,48.98,0.17,12,1,2,Dinamarca Superliga,3
Oliver Bundgaard Kristensen,0.04,1.84,1.04,0.0,1.48,0.0,0.6,0.12,32.44,77.93,35.71,0.56,61.36,56.59,1.04,25,1,2,Dinamarca Superliga,3
Kevin Tshiembe,0.0,1.07,0.96,0.0,3.68,0.0,0.43,0.0,48.29,87.65,64.63,1.18,60.61,59.61,0.93,28,2,2,Dinamarca Superliga,3
Daniel Høegh,0.11,0.78,1.11,0.0,2.61,0.0,0.5,0.06,45.56,82.68,46.9,1.17,53.26,54.17,0.67,18,3,2,Dinamarca Superliga,3
Victor Kristiansen,0.07,2.53,0.87,0.0,1.2,0.0,0.6,0.2,39.47,81.42,47.27,1.07,47.37,53.98,0.67,15,1,2,Dinamarca Superliga,3
Lucas Hey,0.0,1.38,1.21,0.0,4.58,0.0,0.63,0.0,33.79,77.44,40.85,0.96,53.75,59.3,0.79,24,1,2,Dinamarca Superliga,3
Magnus Jensen,0.16,0.96,0.96,0.04,4.48,0.0,0.4,0.12,36.48,71.27,28.67,1.32,67.21,56.44,1.24,25,2,2,Dinamarca Superliga,3
Oliver Villadsen,0.0,1.58,0.9,0.0,2.19,0.0,0.9,0.19,40.52,81.21,38.66,0.97,33.33,53.49,0.52,31,1,2,Dinamarca Superliga,3
Adam Sørensen,0.0,2.0,1.31,0.0,1.5,0.0,0.69,0.0,29.19,79.23,48.39,1.69,37.5,54.44,0.19,16,1,2,Dinamarca Superliga,3
Kristoffer Pallesen,0.0,1.6,0.65,0.0,1.85,0.0,0.3,0.2,35.85,77.27,47.06,1.15,42.31,53.91,0.7,20,3,2,Dinamarca Superliga,3
Jakob Ahlmann,0.0,1.61,1.17,0.0,1.43,0.0,0.39,0.04,28.04,77.98,54.69,0.7,46.15,62.73,0.48,23,3,2,Dinamarca Superliga,3
Brian Hamalainen,0.0,0.5,0.85,0.0,1.69,0.0,0.31,0.15,28.08,75.62,33.85,0.73,56.25,56.76,0.27,26,3,2,Dinamarca Superliga,3
Björn Kopplin,0.07,1.47,1.7,0.03,1.57,0.0,1.07,0.07,40.17,77.51,39.19,1.2,57.14,52.84,0.37,30,3,2,Dinamarca Superliga,3
Nicolas Dyhr,0.08,0.62,0.31,0.08,0.85,0.0,0.08,0.08,23.38,80.92,22.58,1.0,21.43,52.5,0.23,13,1,2,Dinamarca Superliga,3
Pascal Gregor,0.0,0.97,1.03,0.03,3.34,0.03,0.38,0.14,38.21,76.17,30.15,1.07,53.68,51.65,1.1,29,2,2,Dinamarca Superliga,3
Mikkel Lassen,0.05,2.45,1.14,0.05,3.68,0.0,0.86,0.09,27.09,68.12,28.57,1.36,58.21,59.89,0.5,22,1,2,Dinamarca Superliga,3
Mikkel Kallesøe,0.0,1.14,0.57,0.0,2.29,0.0,0.64,0.0,32.86,74.13,28.4,0.79,47.83,47.31,0.57,14,2,2,Dinamarca Superliga,3
Paulinho,0.03,1.38,0.86,0.0,0.93,0.03,0.55,0.07,30.66,80.31,36.36,0.66,54.05,58.19,0.45,29,1,2,Dinamarca Superliga,3
Hugo Andersson,0.12,0.31,1.0,0.12,4.81,0.0,0.19,0.0,35.42,81.32,31.58,1.04,57.66,53.33,0.73,26,1,2,Dinamarca Superliga,3
Peter Ankersen,0.0,0.92,1.0,0.08,1.5,0.0,0.58,0.08,37.0,81.08,43.18,0.75,47.62,49.18,0.17,12,3,2,Dinamarca Superliga,3
Daniel Granli,0.09,0.91,0.73,0.0,2.0,0.0,0.27,0.0,40.27,81.83,46.72,0.82,52.83,53.26,0.41,22,2,2,Dinamarca Superliga,3
Kilian Ludewig,0.0,1.47,1.32,0.0,1.32,0.0,0.47,0.11,29.84,64.37,23.0,1.16,41.38,57.45,0.47,19,1,2,Dinamarca Superliga,3
Jørgen Skjelvik,0.0,0.78,0.63,0.0,2.48,0.0,0.33,0.07,43.33,82.74,34.31,1.22,64.29,62.77,0.04,27,3,2,Dinamarca Superliga,3
Erik Marxen,0.0,0.16,0.37,0.0,2.11,0.0,0.05,0.05,17.63,80.9,31.25,0.26,71.74,64.29,0.32,19,3,2,Dinamarca Superliga,3
Frederik Alves Ibsen,0.0,0.65,0.94,0.0,2.41,0.0,0.12,0.06,28.47,86.16,48.44,0.71,62.07,52.54,0.65,17,1,2,Dinamarca Superliga,3
Blás Riveros,0.0,1.76,1.08,0.0,1.04,0.0,0.6,0.16,35.24,77.64,42.57,1.44,41.18,51.72,0.4,25,2,2,Dinamarca Superliga,3
Alexander Ludwig,0.0,0.77,2.23,0.0,5.54,0.0,0.62,0.08,30.62,67.84,25.81,1.38,69.86,63.39,1.0,13,2,2,Dinamarca Superliga,3
Andreas Bjelland,0.0,0.56,0.44,0.06,3.17,0.0,0.28,0.0,35.67,83.18,53.91,0.78,75.56,64.94,0.56,18,3,2,Dinamarca Superliga,3
Joel Felix,0.0,1.05,1.4,0.15,3.35,0.15,0.3,0.0,88.05,89.27,50.98,1.45,52.27,53.24,0.85,20,2,2,Dinamarca Superliga,3
Mads Thychosen,0.0,1.28,0.68,0.08,1.0,0.0,0.52,0.04,25.32,79.62,45.12,0.8,45.0,49.37,0.8,25,2,2,Dinamarca Superliga,3
Anthony D'Alberto,0.0,0.5,0.17,0.0,0.42,0.0,0.08,0.0,10.0,72.5,47.06,0.25,33.33,45.16,0.67,12,2,2,Dinamarca Superliga,3
Frederik Winther,0.0,1.0,0.87,0.0,3.2,0.0,0.33,0.0,48.53,82.28,40.34,1.13,63.27,60.47,0.47,15,1,2,Dinamarca Superliga,3
Victor Bak Jensen,0.0,1.17,1.17,0.0,0.58,0.0,0.83,0.0,19.75,76.37,20.0,0.83,36.36,55.1,0.25,12,1,2,Dinamarca Superliga,3
Andreas Poulsen,0.06,1.38,1.06,0.0,1.56,0.0,0.94,0.19,25.19,70.22,44.07,0.81,42.11,44.05,0.5,16,1,2,Dinamarca Superliga,3
Robin Østrøm,0.08,1.08,0.42,0.0,0.83,0.0,0.5,0.08,31.58,83.64,35.0,0.67,60.0,52.94,0.58,12,1,2,Dinamarca Superliga,3
Gustav Grubbe Madsen,0.0,1.3,0.67,0.0,1.56,0.0,1.15,0.07,27.7,78.21,35.0,1.07,39.53,40.22,0.89,27,1,2,Dinamarca Superliga,3
Aske Adelgaard,0.0,1.23,1.0,0.05,1.45,0.0,1.09,0.09,32.27,77.18,28.57,0.77,47.06,50.66,0.77,22,1,2,Dinamarca Superliga,3
Sebastian Søraas Sebulonsen,0.05,1.16,0.37,0.05,1.42,0.0,0.68,0.0,23.63,76.61,32.61,1.16,65.0,51.72,0.37,19,1,2,Dinamarca Superliga,3
Nicholas Mickelson,0.0,1.12,0.59,0.0,0.88,0.0,0.35,0.0,30.41,84.53,34.78,0.94,68.75,52.0,0.53,17,1,2,Dinamarca Superliga,3
Éder Militão,0.15,1.39,1.24,0.03,3.0,0.03,0.21,0.03,55.79,88.7,58.25,0.85,64.0,64.9,1.06,33,2,2,España La Liga 1,1
Jordi Alba,0.08,1.04,0.46,0.0,0.58,0.0,0.67,0.5,51.13,86.63,57.3,0.29,34.78,43.62,0.46,24,3,2,España La Liga 1,1
José María Giménez,0.07,1.54,0.86,0.04,4.82,0.0,0.39,0.04,47.39,88.77,63.78,0.61,65.79,64.85,0.68,28,2,2,España La Liga 1,1
José Luis Gayà,0.03,2.58,0.74,0.0,1.26,0.0,1.0,0.32,39.48,80.96,39.16,1.1,53.33,64.2,0.42,31,2,2,España La Liga 1,1
David López,0.15,1.55,0.7,0.0,3.15,0.05,0.4,0.05,59.85,90.14,53.15,1.15,47.54,59.42,0.8,20,3,2,España La Liga 1,1
Jules Koundé,0.03,1.28,0.66,0.0,1.93,0.03,0.34,0.17,63.93,88.83,52.17,0.31,65.15,56.91,0.76,29,2,2,España La Liga 1,1
Antonio Raíllo,0.06,1.1,1.0,0.0,5.06,0.03,0.16,0.13,34.87,83.16,45.77,0.84,63.89,59.84,1.35,31,3,2,España La Liga 1,1
Loïc Badé,0.05,1.42,1.21,0.0,3.89,0.0,0.68,0.0,44.11,87.47,46.84,0.74,55.74,55.91,0.68,19,1,2,España La Liga 1,1
Andreas Christensen,0.04,0.87,0.91,0.0,2.0,0.0,0.26,0.04,65.04,93.98,67.01,0.52,68.85,60.0,0.78,23,2,2,España La Liga 1,1
Pau Torres,0.03,1.26,0.38,0.0,4.09,0.03,0.38,0.06,63.62,85.34,55.83,0.97,55.14,61.18,0.59,34,2,2,España La Liga 1,1
Lucas Vázquez,0.17,1.48,0.3,0.0,0.43,0.0,0.35,0.09,34.74,88.74,50.0,0.48,16.67,58.04,1.0,23,3,2,España La Liga 1,1
Ronald Araújo,0.0,1.18,0.55,0.0,1.77,0.0,0.14,0.05,56.91,89.06,55.47,0.23,62.16,64.71,0.73,22,1,2,España La Liga 1,1
Reinildo Mandava,0.0,3.0,1.36,0.0,2.36,0.0,0.5,0.0,43.32,87.09,38.81,0.68,60.0,61.21,1.45,22,2,2,España La Liga 1,1
Marcos Acuña,0.1,1.9,0.77,0.03,1.07,0.0,0.4,0.27,32.8,80.59,54.62,0.9,62.5,58.8,1.07,30,3,2,España La Liga 1,1
Juan Foyth,0.04,3.04,0.83,0.04,2.38,0.0,0.67,0.13,45.38,87.79,67.65,1.0,62.07,56.86,1.67,24,2,2,España La Liga 1,1
Iñigo Martínez,0.07,1.2,1.2,0.0,3.53,0.0,0.2,0.0,50.93,81.81,54.42,1.0,57.78,59.34,0.87,15,3,2,España La Liga 1,1
Juan Miranda,0.14,1.1,0.95,0.05,2.43,0.0,0.71,0.24,29.81,76.84,37.5,0.81,55.26,54.48,0.71,21,1,2,España La Liga 1,1
Yeray Álvarez,0.04,1.21,1.71,0.07,3.57,0.0,0.25,0.11,49.18,81.12,47.24,1.0,58.76,62.57,0.79,28,2,2,España La Liga 1,1
Yuri Berchiche,0.03,1.93,1.38,0.03,1.69,0.0,0.86,0.07,42.79,84.13,68.52,1.0,66.23,58.69,1.07,29,3,2,España La Liga 1,1
Nemanja Gudelj,0.09,1.26,1.0,0.0,2.91,0.0,0.38,0.03,46.71,90.49,47.37,1.06,66.2,63.33,0.76,34,3,2,España La Liga 1,1
Iza Carcelén,0.0,2.56,0.7,0.04,2.48,0.0,0.81,0.07,27.48,81.0,53.33,0.78,39.62,58.74,0.59,27,2,2,España La Liga 1,1
José Copete,0.04,1.89,1.57,0.04,3.54,0.04,0.36,0.0,30.57,77.1,46.75,0.82,70.91,62.5,1.68,28,1,2,España La Liga 1,1
Raúl Albiol,0.0,1.0,0.56,0.0,4.28,0.0,0.16,0.0,58.76,88.7,60.89,0.84,61.54,59.7,0.68,25,3,2,España La Liga 1,1
Mario Hermoso,0.12,0.85,0.73,0.04,2.92,0.0,0.81,0.12,54.08,87.41,64.97,0.65,56.45,47.98,1.04,26,2,2,España La Liga 1,1
David García,0.06,1.06,1.41,0.03,4.69,0.0,0.09,0.0,44.34,81.04,49.79,0.94,70.25,59.31,1.69,32,2,2,España La Liga 1,1
Sergi Roberto,0.17,0.96,0.48,0.0,0.57,0.0,0.48,0.04,36.22,92.8,64.1,0.35,36.84,48.94,0.83,23,3,2,España La Liga 1,1
Robin Le Normand,0.0,1.09,1.0,0.0,2.76,0.0,0.39,0.0,52.55,88.24,58.1,0.73,73.65,63.18,1.33,33,2,2,España La Liga 1,1
Eric García,0.04,1.0,0.79,0.08,1.42,0.0,0.46,0.04,51.63,90.96,68.64,0.33,60.53,55.34,0.75,24,1,2,España La Liga 1,1
Unai Núñez,0.0,1.31,2.0,0.0,3.67,0.03,0.44,0.0,55.92,86.39,51.57,1.08,57.26,61.87,0.69,36,2,2,España La Liga 1,1
Eray Cömert,0.04,1.52,1.26,0.0,3.22,0.0,0.7,0.0,40.96,86.52,54.4,0.87,57.89,57.5,0.96,23,2,2,España La Liga 1,1
Alejandro Catena,0.03,0.83,0.8,0.0,4.49,0.0,0.4,0.06,51.77,82.89,57.01,1.23,68.38,58.6,0.91,35,2,2,España La Liga 1,1
Youssouf Sabaly,0.04,1.96,0.83,0.0,2.04,0.0,0.48,0.0,33.52,83.14,35.71,0.61,31.25,56.04,0.87,23,2,2,España La Liga 1,1
Luis Hernández,0.0,0.94,0.89,0.0,4.06,0.0,0.4,0.0,36.57,79.45,45.98,1.11,63.49,55.7,0.77,35,3,2,España La Liga 1,1
Germán Pezzella,0.0,1.32,1.58,0.0,4.16,0.0,0.39,0.0,42.06,86.43,41.36,0.77,70.19,64.9,0.87,31,3,2,España La Liga 1,1
Marcos Alonso,0.04,0.63,0.46,0.04,1.25,0.0,0.13,0.0,40.17,90.87,62.96,0.42,72.22,68.0,0.42,24,3,2,España La Liga 1,1
Aridane Hernández,0.0,0.91,1.22,0.0,4.09,0.0,0.57,0.04,38.3,84.45,50.0,0.96,67.39,60.53,0.61,23,3,2,España La Liga 1,1
Thierry Correia,0.0,2.63,0.89,0.0,1.7,0.04,0.85,0.04,39.89,79.39,46.49,0.85,54.55,58.69,1.44,27,1,2,España La Liga 1,1
Alejandro Balde,0.03,1.27,0.36,0.0,0.36,0.0,0.52,0.21,42.7,91.06,62.07,0.39,51.35,53.85,0.82,33,1,2,España La Liga 1,1
Martin Valjent,0.0,1.17,0.97,0.03,4.4,0.0,0.3,0.03,35.7,80.39,45.21,0.97,54.69,52.63,1.1,30,2,2,España La Liga 1,1
Nahuel Molina,0.12,2.09,0.55,0.0,1.36,0.03,1.58,0.12,45.67,79.36,45.6,0.73,40.74,47.76,0.67,33,2,2,España La Liga 1,1
Mouctar Diakhaby,0.1,1.03,0.69,0.0,3.62,0.03,0.24,0.0,40.72,82.13,47.19,0.83,54.02,56.21,0.79,29,2,2,España La Liga 1,1
Santiago Bueno,0.0,1.85,0.91,0.03,3.0,0.06,0.35,0.03,52.88,86.6,49.12,1.24,63.79,65.53,1.09,34,2,2,España La Liga 1,1
Igor Zubeldia,0.03,1.13,0.68,0.0,2.94,0.0,0.29,0.03,49.35,85.69,47.87,0.74,53.1,51.6,1.42,31,2,2,España La Liga 1,1
Aïssa Mandi,0.0,0.86,1.0,0.0,2.76,0.0,0.29,0.0,42.05,90.83,67.07,0.81,50.0,52.69,0.76,21,3,2,España La Liga 1,1
Diego Rico,0.0,1.75,1.0,0.0,1.95,0.0,0.75,0.15,37.25,79.19,48.24,0.65,52.78,54.12,1.35,20,2,2,España La Liga 1,1
Stefan Savić,0.0,1.77,1.5,0.0,2.73,0.0,0.59,0.0,51.32,88.04,54.72,0.64,65.12,58.15,1.41,22,3,2,España La Liga 1,1
David Alaba,0.04,0.65,0.61,0.04,1.57,0.0,0.26,0.04,48.17,89.26,37.5,0.78,57.89,53.33,0.39,23,3,2,España La Liga 1,1
Antonio Rüdiger,0.03,0.55,0.58,0.0,2.06,0.0,0.27,0.0,48.24,92.09,55.65,0.73,62.71,58.56,0.39,33,2,2,España La Liga 1,1
Joseph Aidoo,0.09,1.46,0.89,0.03,4.06,0.0,0.34,0.0,50.03,86.64,49.39,1.09,50.0,57.85,0.51,35,2,2,España La Liga 1,1
Javi Galán,0.0,2.81,1.11,0.03,1.49,0.0,1.35,0.08,41.11,80.74,43.32,1.05,57.89,55.73,1.35,37,2,2,España La Liga 1,1
Brian Oliván,0.03,1.57,0.73,0.0,1.93,0.0,0.3,0.23,25.0,70.13,40.63,1.33,31.48,47.98,1.07,30,2,2,España La Liga 1,1
Hugo Mallo,0.0,2.04,0.92,0.04,2.46,0.0,0.54,0.12,44.38,79.29,38.93,1.04,53.06,53.2,1.69,26,3,2,España La Liga 1,1
Daniel Vivian,0.03,1.97,0.83,0.0,3.0,0.03,0.31,0.07,49.14,81.47,48.77,0.76,42.71,50.21,1.31,29,1,2,España La Liga 1,1
Nacho Fernández,0.04,0.89,0.67,0.0,1.22,0.0,0.63,0.04,40.56,92.97,71.79,0.48,63.16,55.92,0.59,27,3,2,España La Liga 1,1
Alfonso Espino,0.0,2.42,1.33,0.08,2.44,0.06,1.33,0.17,31.81,67.16,33.33,0.97,43.42,50.0,1.36,36,3,2,España La Liga 1,1
Jawad El Yamiq,0.04,0.68,1.48,0.04,3.84,0.0,0.2,0.0,36.16,81.64,44.52,1.12,62.69,60.47,0.52,25,3,2,España La Liga 1,1
Álex Moreno,0.0,1.93,1.13,0.07,2.2,0.0,1.2,0.13,35.07,77.38,33.96,0.47,33.33,47.33,1.13,15,2,2,España La Liga 1,1
Sergio Escudero,0.04,1.43,1.13,0.0,1.7,0.0,0.87,0.17,23.22,72.28,33.33,0.87,50.0,51.85,0.83,23,3,2,España La Liga 1,1
Cenk Özkaçar,0.0,1.59,0.71,0.0,2.71,0.06,0.29,0.0,44.82,84.25,44.94,1.0,58.33,65.75,0.41,17,1,2,España La Liga 1,1
Kiko Femenía,0.0,0.9,1.0,0.0,1.05,0.0,0.25,0.05,32.35,89.49,44.12,0.6,60.0,57.75,0.3,20,3,2,España La Liga 1,1
Pablo Maffeo,0.06,2.14,0.74,0.0,1.66,0.0,0.94,0.11,24.31,70.86,35.82,1.03,60.0,54.59,0.91,35,2,2,España La Liga 1,1
Óscar de Marcos,0.03,1.81,0.78,0.0,1.51,0.0,0.97,0.14,39.3,78.89,47.59,0.89,52.08,47.43,1.16,37,3,2,España La Liga 1,1
Omar Alderete,0.04,1.4,1.04,0.0,3.28,0.0,0.48,0.08,33.96,59.13,32.33,0.84,65.96,57.75,1.4,25,2,2,España La Liga 1,1
Rodrigo Ely,0.0,0.83,0.86,0.0,5.61,0.0,0.19,0.03,40.72,81.51,41.7,1.56,67.24,63.5,0.69,36,2,2,España La Liga 1,1
Luiz Felipe,0.0,1.48,1.22,0.0,4.35,0.0,0.7,0.09,38.13,85.4,41.46,0.83,46.27,55.17,0.43,23,2,2,España La Liga 1,1
Arnau Martínez,0.09,2.09,0.76,0.03,1.36,0.0,1.42,0.18,38.12,82.35,43.12,1.3,59.02,57.36,1.09,33,1,2,España La Liga 1,1
Gabriel Paulista,0.05,0.81,1.52,0.05,3.67,0.0,0.29,0.0,36.24,84.1,52.94,1.0,58.33,59.32,0.57,21,3,2,España La Liga 1,1
Fran García,0.05,2.21,1.16,0.05,1.34,0.0,1.08,0.0,40.97,81.5,35.19,1.26,25.93,54.61,0.58,38,1,2,España La Liga 1,1
Javi Sánchez,0.03,1.34,1.44,0.06,3.47,0.0,0.28,0.0,36.28,82.52,44.86,1.25,50.55,53.85,1.06,32,2,2,España La Liga 1,1
Alfonso Pedraza,0.0,1.35,0.69,0.0,0.81,0.0,0.38,0.15,23.35,81.55,35.29,0.58,50.0,48.82,0.77,26,2,2,España La Liga 1,1
Luis Pérez,0.0,2.44,0.89,0.0,1.44,0.0,0.61,0.06,22.78,80.0,48.84,1.44,30.43,59.52,0.67,18,2,2,España La Liga 1,1
Domingos Duarte,0.0,0.84,1.26,0.06,4.52,0.0,0.23,0.03,30.9,77.24,44.04,1.1,60.26,58.93,1.03,31,2,2,España La Liga 1,1
Jon Pacheco,0.0,0.94,0.71,0.06,2.18,0.06,0.24,0.0,52.82,89.98,45.21,0.47,56.6,55.66,1.06,17,1,2,España La Liga 1,1
Joaquín Fernández,0.04,1.3,1.0,0.04,3.59,0.0,0.41,0.0,36.3,83.16,47.06,1.37,64.63,64.29,0.59,27,2,2,España La Liga 1,1
Carlos Clerc,0.0,2.34,0.88,0.0,2.56,0.0,0.59,0.13,33.41,77.83,30.47,1.28,46.51,58.91,1.0,32,3,2,España La Liga 1,1
Axel Witsel,0.0,1.09,0.7,0.0,2.21,0.0,0.42,0.03,40.12,92.67,54.1,0.73,53.25,57.65,0.61,33,3,2,España La Liga 1,1
Jesús Navas,0.0,0.59,0.69,0.0,1.31,0.0,0.34,0.03,31.66,81.24,48.89,0.72,34.88,55.71,0.22,32,3,2,España La Liga 1,1
Daniel Carvajal,0.0,1.19,0.56,0.04,1.48,0.0,0.63,0.04,42.63,87.05,70.42,0.81,52.63,52.8,0.81,27,3,2,España La Liga 1,1
Damián Suárez,0.04,1.75,0.54,0.0,1.07,0.0,0.79,0.11,24.21,66.96,35.82,0.64,48.39,46.73,1.54,28,3,2,España La Liga 1,1
Lucas Rosa,0.0,2.29,0.88,0.0,1.12,0.0,0.47,0.06,17.65,74.67,38.1,0.88,55.56,57.36,1.12,17,1,2,España La Liga 1,1
Íñigo Lekue,0.0,1.2,0.65,0.0,1.25,0.05,0.35,0.0,32.15,81.03,48.0,0.65,68.0,58.0,0.75,20,2,2,España La Liga 1,1
Fali,0.0,1.08,0.52,0.0,2.68,0.0,0.44,0.04,23.6,77.12,52.98,0.84,50.94,56.59,0.64,25,2,2,España La Liga 1,1
Lucas Olaza,0.0,1.04,0.61,0.0,1.3,0.0,0.39,0.04,24.83,80.39,50.0,1.0,47.37,53.96,0.52,23,2,2,España La Liga 1,1
Lisandro Magallán,0.0,1.36,0.93,0.0,2.14,0.0,0.14,0.0,27.64,83.46,50.88,0.79,47.22,56.0,1.07,14,2,2,España La Liga 1,1
Florian Lejeune,0.13,0.9,0.48,0.03,3.84,0.0,0.26,0.0,45.03,79.08,44.41,1.1,64.13,60.61,0.74,31,3,2,España La Liga 1,1
Andoni Gorosabel,0.0,1.52,0.63,0.0,0.78,0.0,0.63,0.04,30.44,86.74,62.0,0.59,36.54,49.71,0.93,27,2,2,España La Liga 1,1
Javier Hernández,0.04,0.84,0.28,0.04,1.44,0.0,0.32,0.08,25.96,82.13,48.84,0.72,50.0,61.76,0.36,25,2,2,España La Liga 1,1
Fernando Calero,0.0,1.7,0.48,0.0,1.93,0.0,0.48,0.04,26.59,81.75,43.86,0.93,54.69,55.83,0.81,27,2,2,España La Liga 1,1
Álex Centelles,0.07,1.47,0.73,0.0,2.27,0.0,0.4,0.07,28.27,75.94,35.62,1.27,29.17,48.78,0.47,15,1,2,España La Liga 1,1
Juan Iglesias,0.03,1.91,0.66,0.0,2.19,0.0,1.0,0.06,18.88,61.42,27.48,0.81,44.12,48.67,1.38,32,2,2,España La Liga 1,1
Aitor Ruibal,0.0,1.85,0.92,0.0,1.23,0.0,1.04,0.19,26.04,78.14,41.67,0.42,45.45,51.34,0.85,26,2,2,España La Liga 1,1
Leandro Cabrera,0.0,1.44,1.34,0.03,3.34,0.03,0.47,0.06,38.53,73.32,34.68,1.56,62.38,60.54,0.91,32,3,2,España La Liga 1,1
Sergi Gómez,0.0,1.0,0.93,0.0,4.14,0.0,0.14,0.0,38.59,85.97,46.63,1.45,55.0,62.02,0.31,29,3,2,España La Liga 1,1
Srđan Babić,0.09,0.82,0.85,0.0,3.56,0.0,0.5,0.0,39.97,85.8,49.09,1.53,61.02,54.37,0.71,34,2,2,España La Liga 1,1
Alex Telles,0.0,0.78,0.74,0.0,1.3,0.0,0.44,0.07,20.19,81.1,43.64,0.78,61.9,52.82,0.93,27,3,2,España La Liga 1,1
Giovanni González,0.0,1.07,0.47,0.0,1.4,0.0,0.87,0.07,23.0,79.71,50.0,0.33,52.17,52.48,1.07,15,2,2,España La Liga 1,1
Miguel Gutiérrez,0.06,1.21,0.53,0.0,1.03,0.03,0.41,0.21,31.32,85.82,46.27,0.91,36.0,49.77,0.68,34,1,2,España La Liga 1,1
Unai García,0.0,1.1,0.9,0.05,2.71,0.05,0.24,0.0,37.67,80.03,45.57,0.81,56.72,53.03,1.05,21,3,2,España La Liga 1,1
Jaume Costa,0.0,1.56,0.69,0.0,1.16,0.03,0.69,0.06,27.59,74.75,41.49,0.91,51.72,52.59,1.38,32,3,2,España La Liga 1,1
Stefan Mitrović,0.0,0.64,0.77,0.0,4.05,0.05,0.18,0.0,23.18,79.02,46.15,0.64,70.37,63.22,0.59,22,3,2,España La Liga 1,1
